2024-07-02 12:11:53.060788, victoria

2024-07-02 12:12:13.598882, derrota
2024-07-02 12:12:32.609687, empate
2024-07-02 12:12:55.727492, derrota
2024-07-02 12:14:01.734245, victoria
2024-07-02 12:39:02.860601, derrota
2024-07-02 12:50:25, victoria
2024-07-05 18:19:41, derrota
2024-07-05 18:19:54, empate
2024-07-05 18:20:05, victoria
2024-07-05 18:20:51, derrota
